story_date;story_sequence_index;filename;is_meme;topic_primary;meme_type;source_mode;external_source_account;tone;ideological_target;notes;
15.01.2025;6;9651;1;tv republika;screenshot;repost;bracki777;funny;conservatives;tv republika logo against russian flag, rynsztok instead of station name;
15.01.2025;7;9652;1;wosp,kaczynski;screenshot;original;;funny;conservatives;kaczynski holding wosp heart;
15.01.2025;8;9653;1;everydaylife,cookies;video with caption;repost;parafvibe;funny;;;
15.01.2025;9;9654;1;selfrefential;macro;repost;mr.wasyl;funny;;Ile kurwa over the photo of jakobe doing matrix trick;
15.01.2025;10;9655;1;news,us,poland;video with caption;repost;marc_in_ciesielski;funny;;strippers in poland;i don't know - screenshot of video
15.01.2025;11;9656;0;reply;screenshot;reply;karyna_never_mind;funny;;;
15.01.2025;12;9657;1;nature,raccoon;video with caption;repost;unattributed;funny;;raccoon being petted by human and having loads of fun;
15.01.2025;13;9658;1;oldage;video with caption;repost;halomatan;funny;oldage;housewarming party for 30yearolds;
15.01.2025;14;9659;1;celebrities,escobar;screenshot;repost;aviator_es;shocking;;escobar's plane turned into airbnb;
15.01.2025;15;9660;1;tv republika;screenshot;repost;ogladam_wiadomosci;funny;;more watched than netflix;
15.01.2025;16;9666;0;news;screenshot;repost;faktytvn;funny;;swieto dzbana (funny pun);
15.01.2025;17;9667;1;pis;photo;original;;funny;;"photo of Czarnek; reference to Dzban";
15.01.2025;18;9668;1;everydaylife;video with caption;repost;jasioo_mal;funny;;girl vaccuuming shop;
15.01.2025;19;9669;0;news,poland,trains;screenshot;repost;swobodny_lot_komety;shocking;;trains cancelled bad weather;
15.01.2025;20;9670;1;ai;video with caption;repost;grzesielloo;funny;;ai rendition of famous scientists;
15.01.2025;21;9671;0;news,barcelona;screenshot;repost;unattributed;;;;
15.01.2025;22;9672;1;barcelona,lewandowski;macro;original;;;football;lewandowski asking yamal what tournament theyre now playing;
15.01.2025;23;9673;1;poland,food;photo;repost;kominek_szymon;funny;;"""lazanki se zjedz"" sprayed on kfc sign";
15.01.2025;24;9674;1;everydaylife;screenshot;repost;bunio_bartosz;funny;working classes;job listing offering you salutation as perk;
15.01.2025;25;9675;0;wosp,cheesecake;screenshot;repost;unattributed;;;;
15.01.2025;26;9676;0;wosp,karpatka;screenshot;original;;;;;
15.01.2025;27;9677;0;reply;screenshot;reply;nad.i.pod.p.m;;;;
15.01.2025;28;9678;0;news,barcelona,szczesny;screenshot;repost;damn_you_nicky;;football;;
15.01.2025;29;9679;0;reply;screenshot;reply;michal.nyc;;;;
15.01.2025;30;9681;1;tv republika;photoshop;original;;quirky;conservatives;tv republika logo in neftlix font;
15.01.2025;31;9682;0;sports,tennis;video  ;repost;sun_catching;;conservatives;;
15.01.2025;32;9683;1;everydaylife;video with caption;repost;unattributed;funny;;a day in exotic country;
15.01.2025;33;9684;0;wosp,karpatka;screenshot;repost;madeleinesiv;funny;;reply to story #9676: making karpatka for wosp;
15.01.2025;34;9685;0;wosp,karpatka;screenshot;repost;unattributed;;;;
15.01.2025;35;9686;0;news,animals,poznan;screenshot;repost;damn_you_nicky;quirky;;toads living in trees;
15.01.2025;36;9688;0;nature;video  ;repost;zycie_piotrka;;;;
15.01.2025;37;9689;0;news,isreal;screenshot;repost;PAP;informative;;;
15.01.2025;38;9690;0;news,isreal,us;screenshot;repost;ndtv;informative;us.politics;;
15.01.2025;39;9691;0;news,isreal,us;screenshot;repost;gazetapl;informative;us.politics;;
15.01.2025;40;9692;0;news,poland,politics,konfederacja;screenshot;repost;radiotokfm;informative;;;
15.01.2025;41;9693;0;news,barcelona,szczesny;photo with caption;original;;;;;
15.01.2025;42;9694;1;everydaylife;video  ;repost;kacperecz3k;;;screenshot of video;
15.01.2025;43;9695;0;news,barcelona ;screenshot;repost;unattributed;;;;
15.01.2025;44;9696;0;nature,horses;video with caption;repost;tanczacachmura;calming;;;
16.01.2025;1;9697;1;weather,poland,winter;video with caption;repost;kosa.x;funny;;shovelling snow;
16.01.2025;2;9698;0;news,politics,braun,elections;screenshot;repost;unattributed;informative;;;
16.01.2025;3;9699;1;politics,mentzen,elections;video  ;original;;funny;;frame fom Blinded by lights;
16.01.2025;4;9700;0;reply;screenshot;reply;szwagierkolaska;funny;;;
16.01.2025;5;9701;1;everydaylife;screenshot;repost;steblikpl;quirky;;student writing thesis;
16.01.2025;6;9702;0;food,poland;screenshot;repost;tasteatlas;;;;
16.01.2025;7;9708;0;food,poland;screenshot;repost;tasteatlas;;;w commentary;
16.01.2025;8;9709;0;news,politics,mejza;screenshot;repost;wirtualnapolska;shocking;conservatives;;
16.01.2025;9;9710;0;winter,poland;screenshot;repost;marta.wu92;shocking;;chloride instead of salt on pavements;
16.01.2025;10;9711;1;politics,poland,braun,mentzen;photoshop;repost;unattributed;funny;conservatives;mentzen replies to news of braun in elections;
16.01.2025;11;9712;0;news,politics,konfederacja;screenshot;repost;nocnypingwin;shocking;conservatives;;
16.01.2025;12;9713;1;mejza;screenshot;repost;stocktonDiabel;funny;conservatives;photo of mejza in unusual clothes, comment suggesting all hogwarts will stand to protect him now;
16.01.2025;13;9714;1;nature,hens;video with caption;repost;ozzymanreviews;funny;;hens walking around muddy puddle;
16.01.2025;14;9715;0;news,wyspianski;;;;;;personal likes of jakobe;
16.01.2025;15;9717;1;dilemma;photoshop;original;;;arts;2 wolves within: one admires wyspianski, black loves hens crossing puddle;
16.01.2025;16;9718;0;news,exhibition,wyspianski;;;;;arts;;
16.01.2025;17;9719;1;everydaylife;photo with caption;repost;justyna.wrob;quirky;working classes;man in havayanas on bus stop;
16.01.2025;18;9720;1;everydaylife;macro;repost;tata.na.macierzynskim;funny;;disapppinted pakistani fan meme;
16.01.2025;19;9721;0;reply;photo with caption;repost;maciej_jedynak;informative;;comment to story #9715: wyspianski on delivery box in krakow;
16.01.2025;20;9722;1;everydaylife;screenshot;repost;dobrze.sie.sklada;funny;;men hid in hay bale;
16.01.2025;21;9723;0;news,politics,braun,konfederacja;screenshot;repost;unattributed;informative;conservatives;;
16.01.2025;22;9724;0;news,mentzen;screenshot;repost;polsatnews;informative;conservatives;;
16.01.2025;23;9725;1;mentzen,braun;video with caption;original;;funny;conservatives;video of knocking over table;
16.01.2025;24;9726;1;reply;screenshot;reply;velo_uria;funny;conservatives;house of paper frame below photos of men in hay bale;
16.01.2025;25;9727;0;news,morawiecki;screenshot;repost;rmf24.pl;informative;conservatives;morawiecki to lose imunity;
16.01.2025;26;9729;1;morawiecki;macro;original;;funny;conservatives;suggest morawiecki will flee to budapest;
16.01.2025;27;9730;0;stanowski,elections;screenshot;repost;Krzysztof Stanowski;informative;conservatives;;
16.01.2025;28;9731;1;mentzen ;video  ;original;;funny;conservatives;shots of mentzen with gary jules' mad world song;
16.01.2025;29;9732;1;everydaylife;photo with caption;unattributed;;funny;;ladder against climbing wall;
16.01.2025;30;9733;1;everydaylife;photo with caption;repost;swobodny_lot_komety;funny;;"photos of sticker on back of car: girl, vibrator,dog, cat (""Our family!)";
16.01.2025;31;9734;1;samozlo;video with caption;repost;konto.felkowe;quirky;;wujek samo zlo disses tede on tv republika;
16.01.2025;32;9735;1;samozlo;photo with caption;original;;funny;;polski eminem;
16.01.2025;33;9736;1;oldage;photo with caption;repost;czekaut;funny;;Me at work with people born after 2000: photo of one old lady, 70+ and one young, 20+;
16.01.2025;34;9737;0;news,politics,russia;screenshot;repost;janmencwel;;;;
16.01.2025;35;9738;1;poland,politics;screenshot;repost;dominika_ziolkowska;absurd;;news about broken sluice at baltic sea because of high water;
16.01.2025;36;9739;1;meta,lgpt;screenshot;repost;jakubidawid;shocking;bigtech;meta takes down post about lgpt flag facemasks;
16.01.2025;37;9740;0;meta,lgpt;screenshot;repost;jakubidawid;shocking;bigtech;meta takes down post about lgpt flag facemasks;
16.01.2025;38;9741;0;nature,dogs;video with caption;repost;frodo;calming;;;
16.01.2025;39;9742;1;polish;video with caption;repost;alexwoolley;funny;poland;ways of saying no in polish by a brit;
16.01.2025;40;9743;1;polish;video with caption;repost;alexwoolley;funny;poland;ways of saying you've messed up in polish by a brit;
16.01.2025;41;9744;1;reply;video with caption;repost;felozaurus;funny;;wujek samo zlo uses swearwords;
16.01.2025;42;9745;1;everydaylife;video with caption;repost;intr_c;funny;working classes;"dog walking funny, caption ""Thursday, 17:01""";
16.01.2025;43;9746;1;reply;screenshot;reply;piotr.mikolajski;funny;;reply to story #9733 about family with vibrator;
16.01.2025;44;9747;0;news,leak;screenshot;repost;piotr.mikolajski;informative;;;
16.01.2025;45;9748;1;profile;screenshot;repost;unattributed;absurd;;black man named marek grechuta;
16.01.2025;46;9749;1;nawrocki,elections;screenshot;repost;unattributed;absurd;conservatives;nawrocki as independent candidate;
16.01.2025;47;9750;0;nawrocki,elections;screenshot;repost;anna mierzynska;shocking;conservatives;evidence PiS pays of nawrocki's campaign on FB;
16.01.2025;48;9751;0;news,poland,ostrich,death;screenshot;repost;oko_press;shocking;;;
16.01.2025;49;9754;1;lynch;photo with caption;repost;unattributed;informative;arts;8 final frames of 8 film of lynch;
16.01.2025;50;9755;1;lynch;macro;repost;unattributed;funny;arts;goodbye to lynch, with meme;
16.01.2025;51;9756;1;trzaskowski,elections;video with caption;repost;unattributed;shocking;;trzaskowski and zenek martyniuk;
16.01.2025;52;9757;1;martyniuk;photo with caption;original;;shocking;;martyniuk supporting politicians of pis;
16.01.2025;53;9758;1;mentzen,braun;photoshop;repost;felozaurus;funny;conservatives;pun on braun: politician and electric razor, mentzen unshaved;
16.01.2025;54;9759;0;politics,konfederacja;screenshot;repost;lukasz najder;reasonable;;;
16.01.2025;55;9760;1;everydaylife;video with caption;repost;unattributed;funny;;doing magic to buy flat in 2025;
16.01.2025;56;9761;1;everydaylife;photo;repost;natkagie;funny;;cleaning house ad hung on windowless, old building;
16.01.2025;57;9762;1;lynch;photo;reply;her.feather;moving;;"photo from lynch's straight story captioned ""Diane, January 16th. Entering the town of Eternity""";
16.01.2025;58;9763;0;nature,mountains;photo with caption;repost;okiem_kociary;picturesque;;;
17.01.2025;1;9764;1;everydaylife,weekend;video with caption;repost;unattributed;funny;;old gramophone and music by the prodigy;
17.01.2025;2;9765;1;everydaylife;photo with caption;repost;szfindel;quirky;;car parked vertically;
17.01.2025;3;9766;0;lynch;screenshot;repost;jakubzulczyk;;arts;;
17.01.2025;4;9767;1;lynch;macro;repost;unattributed;funny;arts;Lynch saying I'm wearing dark glasses today...;
17.01.2025;5;9768;0;politics,poland ;screenshot;repost;chillidog_and_pepper;;conservatives;;
17.01.2025;6;9769;1;politics ;macro;original;;funny;politics;Officials launching transparent, competence-based competition for job, 1 serious face and 2 smiling face blurry in background;
17.01.2025;7;9770;1;everydaylife,pizza;video with caption;repost;unattributed;;;video of making pizza;
17.01.2025;8;9771;1;news;macro;repost;unattributed;funny;conservatives;rambo shooting gun: Screens of social media comments with vulgarities;
17.01.2025;9;9772;1;reply;screenshot;reply;kierownik_szatni;funny;;"reply to story #9770 with comment that nobody is going to ""eat this shit anyway""";
17.01.2025;10;9773;0;news,animals;screenshot;repost;radiogdansk;;;;
17.01.2025;11;9775;0;news,animals;screenshot;repost;radiogdansk;;;ctd;
17.01.2025;12;9776;0;news,starship;video with caption;repost;kaszebe;;bigtech;;
17.01.2025;13;9777;0;news,starship;video with caption;repost;kaszebe;;bigtech;starship crashed in atmosphere;
17.01.2025;14;9778;1;mentzen ;video with caption;repost;diving_devops;funny;conservatives;mentzen fined for wrong parking;
17.01.2025;15;9779;1;mentzen ;photo with caption;original;;;conservatives;diss of mentzen driving bmw;
17.01.2025;16;9780;0;braun,elections;screenshot;repost;witkowski.witkowski;shocking;conservatives;;
17.01.2025;17;9781;1;elections,poland;photo with caption;repost;unattributed;funny;;wrong name in the caption of politician on screen;
17.01.2025;18;9782;1;szczecin;photo with caption;repost;simplex_puer;;poland;szczecin in dense fog;
17.01.2025;19;9783;1;braun,szczecin;macro;original;;funny;poland;pic of szczecin with braun holding extinguisher;
17.01.2025;20;9784;1;jan pawel 2;photoshop;repost;jasiooo_mal;;;;
17.01.2025;21;9785;0;mentzen;screenshot;repost;radio_zet;shocking;conservatives;mentzen sued for using swiatek photo;
17.01.2025;22;9786;0;news,tennis,swiatek;screenshot;repost;unattributed;informative;;;
17.01.2025;23;9787;1;everydaylife,job;screenshot;repost;palomolka;funny;;job listing from burial house;
17.01.2025;24;9788;0;news,animals;link;repost;unattributed;;;;
17.01.2025;25;9789;0;nature;photo with caption;repost;dania_kontra_ania;;;;
17.01.2025;26;9790;0;reply;screenshot;reply;alicja_pulkownik;funny;;reply to story # 9789;
17.01.2025;27;9791;1;selfreferential;video with caption;repost;unattributed;;;reply to reply #9790;
17.01.2025;28;9792;0;news,animals;screenshot;repost;unattributed;inspiring;;MLH linking crowdsourcing campaign to fund damaged animal shelter;
17.01.2025;29;9793;1;squirrel;video with caption;repost;fotopulapki;funny;;;
17.01.2025;30;9794;0;news,poland,rape;screenshot;repost;tvp3warszawa;informative;;;
17.01.2025;31;9795;0;morawiecki;screenshot;repost;rmf24.pl;informative;conservatives;giving up imunity;
17.01.2025;32;9796;1;trzaskowski,elections;video with caption;repost;bajtlerosss;funny;;zenon martyniuk song;
17.01.2025;33;9797;1;everydaylife,job;video with caption;repost;_s___o;funny;;wild horses on meadow w caption Friday 17:01;
17.01.2025;34;9798;0;news,animals;screenshot;repost;unattributed;inspiring;;MLH linking crowdsourcing campaign to fund damaged animal shelter, success;
17.01.2025;35;9799;1;pizza;video with caption;repost;pysznieczyniepysznie;funny;;"video of pizza w caption ""And piza for everyone""";
17.01.2025;36;9800;1;politics,poland,tusk;video with music;repost;unattributed;funny;;video of tusk shaking hands of politicians to tune of reni jusis' zakrecona;
17.01.2025;37;9801;1;squirrel;video with caption;repost;dropsthedogfanpage;calming;;squirrel sleeping, twin peaks theme tune;
18.01.2025;1;9802;1;reply;screenshot;reply;kayseri11;funny;;"reply to #9799 saying ""not for everyone, there's no havaian pizza""";
18.01.2025;2;9803;1;parrot,morning;video ;repost;unattributed;funny;;funny parrot waking one up;
18.01.2025;3;9804;0;news,animals;screenshot;repost;unattributed;inspiring;;MLH linking crowdsourcing campaign to fund damaged animal shelter, success;
18.01.2025;4;9805;1;news,tennis,swiatek;video with caption;repost;unattributed;funny;tennis;swiatek win match, video of her dusting specks off of her shoulders;
18.01.2025;5;9806;1;swiatek;video with caption;repost;unattributed;funny;tennis;meme recording of train go thru station really fast;
18.01.2025;6;9807;1;animals;video with caption;repost;logansmithguy;funny;;some funny animal jumping around in snow, w caption Hopping into weekend;
18.01.2025;7;9808;0;martyniuk;photoshop;repost;unattributed;funny;conservatives;series of screenshot of conservative peoples reaction to martyniuk support trzaskowski and wosp;
18.01.2025;8;9809;1;martyniuk,politics;photoshop;repost;piotrek_krs;funny;conservatives;facemash of martyniuk and tusk;
18.01.2025;9;9810;1;martyniuk,politics;screenshot;repost;unattributed;funny;conservatives;kurska's reaction to martyniuk;
18.01.2025;10;9811;1;animals,dogs;screenshot;repost;mroux.jpg;funny;;depressed dog approach human who says its beautiful;
18.01.2025;11;9812;0;news,granade;screenshot;repost;rmf24.pl;funny;poland;granade found in potatoes;
18.01.2025;12;9813;1;celebrities;screenshot;repost;ninanaen;funny;;day in life of jakimowicz acc to pudelek;
18.01.2025;13;9815;1;celebrities;photo with caption;original;;funny;;"reply to #9815: photo of warsaw bus w caption ""car for 1,2 mln""";
18.01.2025;14;9816;1;politics,poland,pis;screenshot;repost;szymon.jadczak;funny;conservatives;scandal: wasting money on phoney memorabilia;
18.01.2025;15;9817;1;lynch;screenshot;repost;oleksynolka;funny;arts;series of drawings commemorating lynch;
18.01.2025;16;9818;0;nature;video with caption;repost;miszmasz_pp;calming;;;
18.01.2025;17;9819;1;selfreferential;screenshot;repost;allegro;funny;food;reference to vinegar crisps, favourite of Jakobe;
18.01.2025;18;9820;1;reply;screenshot;reply;oloniusz;funny;;reply to #9819 w caption forbidden in scrabble because vulgar;
18.01.2025;19;9821;1;musk;screenshot;repost;elon musk;shocking;bigtech;make europe great again;
18.01.2025;20;9822;1;everydaylife,job;screenshot;repost;jasiooo_mal;funny;;actresses dressed as shrek characters smoking cigarettes, tired, sad;
18.01.2025;21;9823;1;musk;screenshot;repost;monox.fotografia;funny;bigtech;reply to musk's mega;
18.01.2025;22;9824;1;politics;video with caption;repost;unattributed;shocking;poland;video shots of political rallies in 2010, to suggest its unreal(istic) because politics changed so much;
18.01.2025;23;9825;1;ai;photoshop;repost;drzejek;shocking;bigtech;warning against fake ai posts and profiles on fb;
18.01.2025;24;9826;1;ai;photoshop;repost;drzejek;shocking;bigtech;warning against fake ai posts and profiles on fb, more examples;
18.01.2025;25;9828;0;ai;screenshot;repost;adrian domanski;shocking;bigtech;explanation and context;
18.01.2025;26;9830;1;ai;screenshot;reply;sosohanys;funny;bigtech;reference to jamnikowo gate as case against ai fakes;
18.01.2025;27;9831;1;trzaskowski,elections;macro;repost;edytaplant;funny;;trzaskowski in shop criticising tusk;
18.01.2025;28;9833;1;mentzen,braun,elections;macro;repost;bosieporycze;funny;conservatives;2 pics of cheesecake with raisin w caption Choice between Mentzen and Braun;
18.01.2025;29;9834;1;cat,weekend;video with caption;repost;loveyoustepan;funny;;cat chilling in bed;
18.01.2025;30;9835;1;quiz;photoshop;repost;maksolchowy;quirky;;;
18.01.2025;31;9836;1;weekend;video with caption;repost;bulsjarz;funny;;ordering pizza on saturday;
18.01.2025;32;9837;1;elections,lis;video with caption;repost;mama.meli.89;quirky;conservatives;lis' take on elections;
18.01.2025;33;9838;0;oldage;screenshot;repost;miejscawewroclawiu;moving;;old man looking for chess partner;
18.01.2025;34;9839;1;birds;video with caption;repost;zefiro82;calming;;bird murmuration for goodnight;
19.01.2025;1;9840;1;tiktok,us;screenshot;repost;unattributed;shocking;;tiktok ban in us;
19.01.2025;2;9846;1;tiktok,us;video with caption;repost;erenfromtargets;funny;;photoshopped video of dances at mcdonalds to celebrate ban;
19.01.2025;3;9847;1;tiktok,us;macro;original;;funny;;us government watching people download vpns;
19.01.2025;4;9848;1;tiktok,us;video with caption;original;;funny;;donkey slowly munching food w caption Waiting for EU ban on TikTok;
19.01.2025;5;9849;0;news, animal;screenshot;repost;osp zblewo;;;;
19.01.2025;6;9850;1;animals ;macro;original;;;;nagroda fafika;
19.01.2025;7;9851;1;dogs;video with caption;repost;mosguco;funny;;"dogs splashing in dirty puddle w caption ""Entering Sunday""";
19.01.2025;8;9852;0;news,trump,crypto;screenshot;repost;bbc;shocking;;trump release own crypto before inauguration;
19.01.2025;9;9853;0;news,trump ;screenshot;repost;pawel zuchowski;informative;;;
19.01.2025;10;9854;0;news,trump ;screenshot;repost;pawel zuchowski;informative;;;
19.01.2025;11;9855;0;news,trump ;screenshot;repost;pawel zuchowski;informative;;poles reactions to trump policy on migrants;
19.01.2025;12;9856;1;trump,poland;macro;original;;funny;;clown makeup meme with poles disappointed w trump;
19.01.2025;13;9857;1;everydaylife;screenshot;repost;ide.na.rower;funny;;maslometr;
19.01.2025;14;9858;0;animals ;screenshot;repost;teamlitewka;shocking;;animal cruelty;
19.01.2025;15;9859;0;news,isreal;screenshot;repost;onet_pl;informative;;ceasefire;
19.01.2025;16;9860;0;tv republika;photo with caption;original;;;;;
19.01.2025;17;9861;1;news,granade;screenshot;repost;one_gram_of_happiness;shocking;;;
19.01.2025;18;9862;1;everydaylife;video with caption;repost;unattributed;;;popcorn day;
19.01.2025;19;9863;1;church,poland;video with caption;repost;felozaurus;shocking;church;priest swearing at dog;
19.01.2025;20;9864;1;church,poland;photo with caption;original;;funny;church;;
19.01.2025;21;9865;0;news,trump;photo with caption;repost;unattributed;informative;us.politics;trump watching fireworks;
19.01.2025;22;9866;1;trump,volcano;video with caption;repost;piotr_klejne;funny;;watching volcano;
19.01.2025;23;9867;0;tiktok,us;screenshot;repost;washington times;informative;;;
19.01.2025;24;9868;1;tiktok,us;video with caption;repost;sarcasm_only;funny;;tip on downloading vpn to use tiktok in us;
19.01.2025;25;9869;1;church,poland;macro;original;;funny;;;
19.01.2025;26;9871;1;mentzen,braun,elections;screenshot;repost;prince_of_hayastan;funny;conservatives;braun slam mentzen for non-polish name;
19.01.2025;27;9872;1;everydaylife;screenshot;repost;lakwlo;funny;poland;message from maslometr;
19.01.2025;28;9873;0;everydaylife;screenshot;repost;uce research;informative;poland;price rises;
19.01.2025;29;9874;0;news,poland;screenshot;repost;one_gram_of_happiness;informative;;;
19.01.2025;30;9875;1;ai,weekend;screenshot;repost;aetherelf;quirky;;quirky animal w caption When you were hoping for uneventful sunday;
19.01.2025;31;9876;0;selfreferential;text;original;;;;explaining ai;
19.01.2025;32;9877;0;trump,crypto;screenshot;repost;unattributed;shocking;us.politics;rising prices of trump coin;
19.01.2025;33;9878;1;poland;photo with caption;repost;dominatorc;funny;poland;solar panel on block;
19.01.2025;34;9879;1;poland;photo with caption;repost;marta.wu92;funny;poland;solar panel on block;
19.01.2025;35;9880;1;tiktok,us;screenshot;repost;wccftech;shocking;us.politics;kids calling 911 and saying they love TikTok;
19.01.2025;36;9881;0;tiktok,us;screenshot;repost;reuters;;us.politics;;
19.01.2025;37;9882;1;tiktok,us;screenshot;repost;donald trump;funny;us.politics;Save TikTok!;
