story_date;story_sequence_index;filename;is_meme;topic_primary;meme_type;source_mode;external_source_account;tone;ideological_target;notes;
19.01.2025;38;9883;1;eurovision,molodova;video with caption;repost;felozaurus;quirky;us.politics;old moldovan trying 7th time to qualify for eurovision;
19.01.2025;39;9884;1;eurovision,molodova;video with caption;repost;felozaurus;quirky;us.politics;old moldovan trying 7th time to qualify for eurovision;
19.01.2025;40;9885;0;news,pizza;screenshot;repost;piechocinski;funny;;;
19.01.2025;41;9886;1;mentzen ;macro;repost;nocnypingwin;funny;conservatives;bosak fantasy to join elections;
19.01.2025;42;9887;0;news,poland,smog;screenshot;repost;onet_pl;informative;poland;;
19.01.2025;43;9888;0;news,poland ;screenshot;repost;felozaurus;shocking;;;
19.01.2025;44;9889;0;news,animals;screenshot;repost;rmf24.pl;shocking;;;
19.01.2025;45;9890;1;everydaylife;screenshot;repost;poprostudamian_;quirky;football;legia grafitti on cyprus;
19.01.2025;46;9891;0;news,sports,handball;;;;;;;
19.01.2025;47;9892;1;everydaylife;screenshot;repost;Zary spotted;funny;;picture of cake ;
19.01.2025;48;9893;1;everydaylife;macro;original;;funny;;same picture of cake turned into macro;
19.01.2025;49;9894;1;animals;video with caption;repost;3majkatarzyna;funny;;dog and cat sitting by fire;
19.01.2025;50;9895;1;everydaylife;macro;original;;funny;;same dog and cat w captin When mom said you must make up;
19.01.2025;51;9896;0;tiktok,us;screenshot;repost;PAP;informative;;;
19.01.2025;52;9897;1;trump;video with caption;repost;magdalenadav;funny;;;
19.01.2025;53;9898;1;selfreferential;screenshot;repost;debcowna;funny;;screen from sims when player choose joke type, one being toilet jokes;
19.01.2025;54;9899;1;weather;photo with caption;repost;scianizm;funny;;grafitti Miss the spring, w caption Mood;
19.01.2025;55;9900;0;selfreferential;text;;;;;;
19.01.2025;56;9901;1;tiktok,us;macro;original;;funny;;picture of jesus w caption Resurected first day, tiktok logo for face;
19.01.2025;57;9902;0;nature;video with caption;repost;world.is.my.office;calming;;northern lights;
19.01.2025;58;9903;0;nature;video with caption;repost;krzysztof_kardasz;calming;;northern lights;
20.01.2025;1;9904;1;tiktok,us;screenshot;repost;allllislost;funny;;text with can they shut down teams instead of tiktok;
20.01.2025;2;9905;1;cat;video with caption;repost;unattributed;funny;;cat video with carmina burana music w caption Entering monday;
20.01.2025;3;9906;1;bluemonday;photo with caption;original;;informative;;;
20.01.2025;4;9907;1;melania,crypto;screenshot;repost;melania trump;shocking;us.politics;;
20.01.2025;5;9908;0;news,trump,crypto;screenshot;repost;unattributed;shocking;us.politics;trump coin down and up;
20.01.2025;6;9914;1;duda;screenshot;repost;unattributed;funny;conservatives;fictitious messenger conversation between duda and wife;
20.01.2025;7;9915;1;bedrotting;screenshot;repost;felozaurus;informative;oldage;bedrotting trend;
20.01.2025;8;9916;1;bedrotting;macro;original;;funny;oldage;4 pictures of cat in bed w caption about living life to full;
20.01.2025;9;9917;1;poland,elections;photo with caption;original;;funny;poland;president cheese for president;
20.01.2025;10;9918;1;everydaylife;photo with caption;original;;funny;;fridge full of cheeses;
20.01.2025;11;9919;1;everydaylife, monday;video with caption;repost;jasioo_mal;funny;;video od rat;
20.01.2025;12;9920;1;morawiecki;video with caption;repost;unattributed;shocking;;morawiecki in us;
20.01.2025;13;9921;1;sasin;photo with caption;original;;funny;;sasin as probable manager of morawieckis trip;
20.01.2025;14;9922;1;trump,crypto;video with caption;repost;karl_ju;funny;;2 guys in jewellery in expensive car;
20.01.2025;15;9923;1;us;video with caption;repost;xnicole.alex;;;;
20.01.2025;16;9924;0;swiatek;photo with caption;original;;informative;tennis;;
20.01.2025;17;9925;1;swiatek;video with caption;original;;funny;tennis;fast train=swiatek;
20.01.2025;18;9926;1;swiatek;macro;original;;funny;tennis;couchpotato: diss swiatek for losing one game;
20.01.2025;19;9927;1;selfreferential;photo with caption;repost;m.bobrowska et al.;funny;;followers sending info about methods of treating shrunk garments;
20.01.2025;20;9928;0;trump;screenshot;repost;anns0nek;shocking;us.politics;trump thank elon for victory;
20.01.2025;21;9929;1;trump;macro;original;;shocking;us.politics;reply to trump thank elon;
20.01.2025;22;9930;1;trump;macro;repost;korpobiurw;funny;us.politics;rat whisper to cat;
20.01.2025;23;9931;0;news,czarnek,us;photo with caption;repost;unattributed;;conservatives;;
20.01.2025;24;9932;1;news,czarnek,us;photo with caption;original;;funny;conservatives;mocking;
20.01.2025;25;9933;1;news,czarnek,us;photo with caption;original;;funny;conservatives;mocking;
20.01.2025;26;9934;0;news,musk,poland;screenshot;repost;gazeta_wyborcza;shocking;;;
20.01.2025;27;9935;1;news,musk,poland;macro;original; ;funny;;good illustration;
20.01.2025;28;9938;1;church,poland;screenshot;repost;unattributed;shocking;church;;
20.01.2025;29;9939;1;church,poland;macro;original;;funny;church;;
20.01.2025;30;9940;1;morawiecki,inauguration;macro;repost;kacperkubiak83;funny;conservatives;photo of man drilling into a wall and making big hole, w caption morawiecki entering inauguration;
20.01.2025;31;9941;0;news,poland,elections;screenshot;repost;unattributed;informative;;senyszyn joins race;
20.01.2025;32;9942;1;morawiecki,inauguration;video with caption;repost;winatuska1;funny;conservatives;;
20.01.2025;33;9943;0;everydaylife;screenshot;repost;zajc3w;inspiring;;MLH community;
20.01.2025;34;9944;0;birds;video with caption;repost;imaginesummerdragons;calming;;;
20.01.2025;35;9945;1;nawrocki,elections;video with caption;repost;pangiryk;funny;conservatives;boxing training;
20.01.2025;36;9946;0;nawrocki,elections;screenshot;repost;wirtualnapolska;shocking;conservatives;;
20.01.2025;37;9947;1;nawrocki,elections;macro;original;;funny;conservatives;;
20.01.2025;38;9948;1;monday;video with caption;repost;jasioo_mal;funny;;cake breaking apart;
20.01.2025;39;9949;0;news,us;screenshot;repost;rzeczpospolita;informative;;;
20.01.2025;40;9951;1;morawiecki,inauguration;video with caption;repost;unattributed;funny;conservatives;;
20.01.2025;41;9952;1;animals,monday;video with caption;repost;_frodo;calming;;;
20.01.2025;42;9953;0;news,trump,president;photo with caption;original;;;us.politics;;
20.01.2025;43;9954;1;news,trump,president;macro;original;;funny;us.politics;frame from lord of the rings before attack of orks;
20.01.2025;44;9955;0;trump,melania;screenshot;repost;unattributed;shocking;us.politics;;
20.01.2025;45;9956;1;trump,melania;screenshot;original; ;funny;us.politics;trump kiss melania at distance;
20.01.2025;46;9957;1;trump,melania;screenshot;original; ;funny;us.politics;trump kiss melania at distance, close up;
20.01.2025;47;9958;1;trump,melania,rickroll;screenshot;original; ;funny;us.politics;trump kiss melania at distance, close up;
20.01.2025;48;9959;1;news,trump,president;photo with caption;repost;unattributed;;us.politics;tech lords at inauguration;
20.01.2025;49;9960;1;oligarchy;screenshot;repost;unattributed;;us.politics;surge in What is oligarchy on google;
20.01.2025;50;9961;1;trump,melania;photo with caption;repost;m.bies;funny;us.politics;jim carey's mask and melania's hat;
20.01.2025;51;9962;1;trump,melania;photoshop;original; ;funny;us.politics;melania as zorro;
20.01.2025;52;9963;1;trump,melania;photo with caption;original; ;funny;us.politics;bufor space;
20.01.2025;53;9964;1;trump,melania;macro;original; ;funny;us.politics;kazimierz przerwa tetmajer;
20.01.2025;54;9965;1;trump,rachon;photo with caption;original;;funny;us.politics;;
20.01.2025;55;9966;1;inauguration;photo with caption;original;;funny;us.politics;zuckerberg;
20.01.2025;56;9967;1;inauguration;photo with caption;original;;funny;us.politics;zuckerberg looking at breasts;
20.01.2025;57;9968;1;trump,melania;photo with caption;repost;cessarius;funny;us.politics;frame from klan;
20.01.2025;58;9969;1;trump,melania;photoshop;repost;felozaurus;funny;us.politics;melania's hut and pizza hut;
20.01.2025;59;9970;0;inauguration;text;original;;informative;us.politics;trump priorities;
20.01.2025;60;9971;1;trump;macro;repost;zespolbrauna;funny;us.politics;trump's policy on migration, meet with native american chief;
20.01.2025;61;9972;1;melania;macro;repost;felozaurus;funny;us.politics;;
20.01.2025;62;9973;0;news,poland ;;;;;;;
20.01.2025;63;9974;1;melania;photoshop;original;;funny;us.politics;hat;
20.01.2025;64;9975;1;morawiecki,inauguration;video with caption;repost;demode_photojournalism;funny;conservatives;;
20.01.2025;65;9976;1;trump,rachon;photo with caption;original;;funny;conservatives;;
20.01.2025;66;9977;0;news,trump,uk;;;;;conservatives;;
20.01.2025;67;9978;0;inauguration;screenshot;repost;npr;shocking;us.politics;snoop dogg;
20.01.2025;68;9979;1;duda,inauguration;screenshot;repost;wprost;funny;conservatives;;
20.01.2025;69;9980;1;duda,inauguration;photoshop;original;;funny;conservatives;;
20.01.2025;70;9982;0;everydaylife;video with caption;repost;jasiooo_mal;calming;;;
20.01.2025;71;9983;1;poland;macro;repost;jasiooo_mal;funny;;ogórale: mountain people with pickles instead of heads;
20.01.2025;72;9984;1;poland;video with caption;repost;jordan_z_karkonoszy;funny;;video about not to wear for mountain trips;
20.01.2025;73;9985;1;inauguration;screenshot;reply;j_s.700;funny;us.politics;joke about zuckerberg looking at breasts;
20.01.2025;74;9986;1;musk,heil;screenshot;original;;shocking;us.politics;;
20.01.2025;75;9987;1;musk,heil;screenshot;original;;;us.politics;;
20.01.2025;76;9988;0;musk,heil;screenshot;original;;;us.politics;trumps behaviour at inauguration;
20.01.2025;77;9989;1;musk ;photoshop;original;;funny;us.politics;facemash of mask and mastalerek;
20.01.2025;78;9990;1;cat;video with caption;repost;unattributed;funny;;cat with head in slipper w caption MLH after all day with elon and trump;
20.01.2025;79;9991;1;pandas;video with caption;repost;natbao.graphic;calming;;;
21.01.2025;1;9992;1;dog;video with caption;repost;;funny;;;
21.01.2025;2;9993;0;news,grandmaday;;;;;;;
21.01.2025;3;9994;0;trump,inauguration;;;;;us.politics;senator john fetterman;
21.01.2025;4;9995;1;trump,inauguration;screenshot;repost;kosciolowskiprzemek;funny;us.politics;;
21.01.2025;5;9996;1;trump,inauguration;photo with caption;original;;funny;us.politics;;
21.01.2025;6;9997;0;news,us;;;;;;;
21.01.2025;7;9998;1;trump;macro;original;;;community;;
21.01.2025;8;9999;1;bialystok;screenshot;repost;gairview;moving;;;
21.01.2025;9;1;0;trump;;;;;us.politics;;
21.01.2025;10;2;1;morawiecki,inauguration;video with caption;original;;funny;pis;;
21.01.2025;11;3;1;trump;video with caption;repost;swobodny_lot_komety;quirky;us.politics;hard to estimate: its a screenshot of a video;
21.01.2025;12;4;1;melania;photo with caption;repost;Stef Hertens;funny;us.politics;;
21.01.2025;13;5;1;everydaylife;video with caption;repost;the veritas;quirky;church;;
21.01.2025;14;6;0;everydaylife;;;;;;;
21.01.2025;15;7;1;everydaylife;photo with caption;original;;funny;working classes;"reply to #0006; fears of financial situation of current 40-year-olds after retirement";
21.01.2025;16;8;1;morawiecki,inauguration;photo with caption;repost;igor.pomidor;funny;;selfreferential;
21.01.2025;17;9;1;morawiecki,inauguration;photoshop;repost;deepsbluesea;funny;pis;;
21.01.2025;18;10;0;news,church,poland;;;;;church;;
21.01.2025;19;11;1;church;photoshop;original;;funny;church;;
21.01.2025;20;17;1;trump,melania;photoshop;original;;funny;us.politics;;
21.01.2025;21;18;1;musk,heil;screenshot;repost;smutnehistoriepisanenakacu;funny;us.politics;;
21.01.2025;22;20;1;everydaylife;screenshot;repost;magazynprzekroj;funny;;;
21.01.2025;23;21;0;everydaylife;;;;;;;
21.01.2025;24;22;1;news,pis;screenshot;repost;sikorski;funny;pis;;
21.01.2025;25;23;1;everydaylife;screenshot;repost;felozaurus;insipring;;;
21.01.2025;26;24;1;beaver;screenshot;repost;dolar_na_szlaku;quirky;community;;
21.01.2025;27;25;0;news,weather;;;;;;;
21.01.2025;28;26;1;trump;macro;original;;funny;;reply to #0025;
21.01.2025;29;27;1;musk,heil;photoshop;repost;unattributed;funny;;;
21.01.2025;30;28;1;news,trump;screenshot;repost;whitehouse.gov;shocking;us.politics;"""Go Home"" on spanish-language version of white house website";
21.01.2025;31;29;0;news,turkey;;;;;;;
21.01.2025;32;30;0;trump;;;;;;;
21.01.2025;33;31;1;melania;photoshop;repost;old_me_better;funny;us.politics;;
21.01.2025;34;32;0;;text;;;;;;
21.01.2025;35;33;1;maklowicz;photo with caption;original;;funny;community;;
21.01.2025;36;34;0;trump,kaczynski;screenshot;repost;pap;informative;;;
21.01.2025;37;35;1;musk,heil;photo with caption;original;;funny;us.politics;;
21.01.2025;38;36;1;musk,heil;photo with caption;original;;funny;us.politics;"""SOOO much snow in Houston""";
21.01.2025;39;37;1;news,trump;screenshot;repost;whitehouse.gov;shocking;us.politics;"""Go Home"" on spanish-language version of white house website changed to ""Go to home page""";
21.01.2025;40;38;1;musk;screenshot;repost;interia_codziennie;shocking;us.politics;;
21.01.2025;41;39;0;gdansk;photos ;repost;szary czlowiek w kolorze;;;;
21.01.2025;42;40;1;meta;screenshot;repost;bbc;shocking;us.politics;Meta blocking Democrats in search;
21.01.2025;43;41;1;meta;macro;original;;funny;us.politics;;
21.01.2025;44;42;0;barcelona;;;;;;;
21.01.2025;45;43;0;barcelona;;;;;;;
21.01.2025;46;44;0;barcelona;;;;;;;
21.01.2025;47;45;0;elections,stanowski;photo with caption;original;;informative;;;
21.01.2025;48;46;0;barcelona;;;;;;;
21.01.2025;49;47;0;barcelona;;;;;;;
21.01.2025;50;48;1;szczesny;photo with caption;original;;funny;;szczesny smoking several cigarettes at the same time;
21.01.2025;51;49;1;trump;screenshot;repost;X profile;funny;;;
21.01.2025;52;50;1;trump;screenshot;repost;pawel zuchowski;informative;;;
21.01.2025;53;51;1;trump;screenshot;repost;unattributed;funny;;;
21.01.2025;54;52;0;barcelona;;;;;;;
21.01.2025;55;53;0;barcelona;;;;;;;
21.01.2025;56;54;0;barcelona;;;;;;;
21.01.2025;57;55;0;barcelona;;;;;;;
21.01.2025;58;56;0;barcelona;;;;;;;
21.01.2025;59;57;0;barcelona;;;;;;;
21.01.2025;60;58;1;szczesny;photo with caption;original;;funny;;szczesny smoking several cigarettes at the same time;
21.01.2025;61;59;0;barcelona;;;;;;;
21.01.2025;62;60;0;barcelona;;;;;;;
21.01.2025;63;61;1;szczesny;photo with caption;original;;funny;;;
21.01.2025;64;62;0;barcelona;;;;;;;
21.01.2025;65;63;1;barcelona;video;repost;adam.tracz;funny;;;
21.01.2025;66;64;1;nature;video;repost;grzwcho;calming;;;
22.01.2025;1;65;0;swiatek;;;;;;;
22.01.2025;2;66;1;swiatek;macro;original;;funny;;how fast swiatek wins matches;
22.01.2025;3;67;1;barcelona;macro;repost;pastylka;funny;;barcelona's victory like superman's;
22.01.2025;4;68;0;grandmasday;;;;;;;
22.01.2025;5;70;0;granddadday;;;;;;;
22.01.2025;6;71;1;everydaylife;screenshot;repost;raczkowski;funny;;granddad day;
22.01.2025;7;72;1;everydaylife;screenshot;repost;unattributed;funny;;granddad day;
22.01.2025;8;74;1;everydaylife;video with caption;repost;ascentcollective;funny;;;
22.01.2025;9;75;0;lesmian;;;;;;;
22.01.2025;10;76;0;poetry;;;;;community;;
22.01.2025;11;77;0;announcement;text;;;;;;
22.01.2025;12;78;0;wosp;screenshot;;;;;;
22.01.2025;13;79;0;wosp;;;;;;;
22.01.2025;14;80;1;selfreferential;screenshot;froggy_jedi;;funny;;;
22.01.2025;15;81;1;selfreferential;screenshot;unattributed;;funny;community;;
22.01.2025;16;82;1;selfreferential;screenshot;unattributed;;funny;community;;
22.01.2025;17;83;1;selfreferential;screenshot;unattributed;;funny;community;;
22.01.2025;18;84;1;selfreferential;macro;original;;funny;;;
22.01.2025;19;85;1;selfreferential;screenshot;unattributed;;funny;community;;
22.01.2025;20;86;0;news,us;;;;;us.politics;;
22.01.2025;21;87;1;meta;macro;original;;funny;us.politics;;
22.01.2025;22;88;1;everydaylife;screenshot;bartoszkoniuto;;funny;;granddad day;
22.01.2025;23;89;0;selfreferential;;;;;;;
22.01.2025;24;90;1;nature;video with caption;clydesdalesonthecroft;;calming;;;
22.01.2025;25;91;1;selfreferential;screenshot;unattributed;;funny;community;;
22.01.2025;26;92;1;ai;video with caption;repost;wilniewicz;quirky;;;
22.01.2025;27;93;0;news,us;;;;;;;
22.01.2025;28;94;1;ai;screenshot;repost;p_o_s_k_a;;;;
22.01.2025;29;95;0;news;;;;quirky;;;
22.01.2025;30;96;0;news,us;;;;shocking;;;
22.01.2025;31;97;1;rats;macro;original;;informative;;reply to #0096;
22.01.2025;32;98;0;tiktok;;;;informative;us.politics;;
22.01.2025;33;99;0;denmark;;;;shocking;us.politics;;
22.01.2025;34;100;0;denmark;;;;;;;
22.01.2025;35;101;0;denmark;;;;;;;
22.01.2025;36;102;0;denmark;;;;;;;
22.01.2025;37;103;0;commercial;text;;;;;announcement;
22.01.2025;38;104;0;commercial;video with caption;repost;allegropl;;;auction;
22.01.2025;39;105;0;commercial;text;;;;;announcement;
22.01.2025;40;106;0;poland,trains;;;;;;;
22.01.2025;41;107;0;selfreferential;;;;;;;
22.01.2025;42;108;0;baczynski;;;;;community;;
22.01.2025;43;109;0;football;;;;;;;
22.01.2025;44;110;0;football;;;;;;;
22.01.2025;45;111;0;football;;;;;;;
22.01.2025;46;112;0;dogs;;;;;;;
22.01.2025;47;113;0;selfreferential;text;;;;;;
23.01.2025;1;114;1;nature;photo with caption;repost;leskystudio;calming;;;
23.01.2025;2;115;1;everydaylife;video with caption;repost;theperfectmagazine;funny;;;
23.01.2025;3;116;1;musk,heil;screenshot;repost;alllislost;shocking;us.politics;Heil added to tesla on factory wall;
23.01.2025;4;117;0;musk,heil;;;;;;;
23.01.2025;5;118;1;meta;screenshot;repost;the independent;shocking;us.politics;;
23.01.2025;6;119;1;meta;screenshot;repost;unattributed;shocking;us.politics;;
23.01.2025;7;120;1;everydaylife;video with caption;repost;mieszajsztukiwalki;funny;;;
23.01.2025;8;121;0;news,poland;screenshot;repost;the economist;informative;;;
23.01.2025;9;122;0;swiatek;;;;;;;
23.01.2025;10;123;0;swiatek;;;;;;;
23.01.2025;11;124;0;swiatek;;;;;;;
23.01.2025;12;125;1;weather,us;screenshot;repost;pomyslowamama;shocking;;;
23.01.2025;13;128;0;news,wroclaw;;;;;;;
23.01.2025;14;129;1;wroclaw;photo with caption;original;;;;;
23.01.2025;15;131;1;trump;macro;original;;funny;;;
23.01.2025;16;132;1;melania;macro;original;;funny;;;
23.01.2025;17;133;1;cats;macro;repost;unattributed;funny;;;
23.01.2025;18;134;1;dogs;video with caption;repost;afshineermami;funny;;;
23.01.2025;19;135;0;wosp;;;;;;;
23.01.2025;20;136;1;selfreferential;screenshot;repost;unattributed;;;;
23.01.2025;21;137;0;news,church;;;;shocking;church;;
23.01.2025;22;138;1;poland,sexeducation;screenshot;repost;smutnehistoriepisanenakacu;funny;left-wing;;
23.01.2025;23;139;0;swiatek;;;;;;;
23.01.2025;24;140;1;nature;;;;calming;;;
23.01.2025;25;141;1;education;screenshot;repost;unattributed;funny;left-wing;;
23.01.2025;26;142;0;politics,poland;screenshot;repost;okopress;shocking;;;
23.01.2025;27;143;1;politics,poland;macro;repost;unattributed;funny;;jab at katarzyna kotula's fake diploma;
23.01.2025;28;144;1;politics,poland;;;;;;critique of left-wing politicians;
23.01.2025;29;145;0;news,iraq;;;;;;;
23.01.2025;30;146;0;swiatek;;;;;;;
23.01.2025;31;147;0;;text;;;;;;
23.01.2025;32;148;0;swiatek;;;;;;;
23.01.2025;33;149;0;swiatek;;;;;;;
23.01.2025;34;150;0;swiatek;;;;;;;
23.01.2025;35;151;1;swiatek;video ;original;;;;polish hymn sung by knights at grunwald;
23.01.2025;36;152;0;swiatek;;;;;;;
23.01.2025;37;153;1;selfreferential;photoshop;original;;;;;
23.01.2025;38;154;1;swiatek;macro;;;;;;
23.01.2025;39;155;1;ai cat;;;;calming;;;
23.01.2025;40;156;0;celebrities;;;;;;;
23.01.2025;41;157;0;celebrities;;;;;;;
23.01.2025;42;158;0;news,poland;;;;;;;
23.01.2025;43;159;1;musk,heil;screenshot;repost;robertwpodrozy;shocking;;;
23.01.2025;44;161;1;musk,heil;screenshot;original;;shocking;;debunking swift heil hitler;
23.01.2025;45;162;1;selfreferential;screenshot;reply;bamberrek;;;;
23.01.2025;46;163;1;selfreferential;screenshot;reply;pi0trq;;;;
23.01.2025;47;164;0;news,thailand;screenshot;;;;left-wing;thailand allow samesex marriages;
23.01.2025;48;165;0;nature;;;;;;;
23.01.2025;49;166;0;celebrities;;;;;;;
23.01.2025;50;167;0;selfreferential;;;;;;;
23.01.2025;51;168;0;selfreferential;;;;;;;
23.01.2025;52;169;0;news,tiktok;;;;;;;
23.01.2025;53;170;1;everydaylife;screenshot;repost;marcinmichalowski;;us.politics;Barron Trump with raised hand w caption This moment when you brag to your wife you've put the dishes out of the dishwasher;
23.01.2025;54;171;1;selfreferential;screenshot;original;;;;;
23.01.2025;55;172;1;barrontrump;photoshop;repost;aiko_frodo_jrt;funny;us.politics;;
23.01.2025;56;173;1;celebrities;screenshot;repost;szadkowska_paulina;funny;polish.politics;;
23.01.2025;57;174;0;news,poland;;;;;;;
23.01.2025;58;175;1;selfreferential;screenshot;repost;michalmarszal;funny;community;;
23.01.2025;59;176;0;warsaw;;;;;;;
23.01.2025;60;177;1;selfreferential;photoshop;original;;;;;
23.01.2025;61;179;0;news,who;;;;;;;
23.01.2025;62;180;0;news,morawiecki;;;;;;;
23.01.2025;63;181;1;morawiecki;photoshop;original;;funny;pis;;
23.01.2025;64;182;0;news,doughnuts;;;;;;;
23.01.2025;65;183;0;church;;;;;;;
23.01.2025;66;184;1;church;macro;original;;funny;;;
23.01.2025;67;185;1;church;macro;repost;unattributed;funny;;;
23.01.2025;68;186;0;krakow;;;;;;;
23.01.2025;69;187;0;news,trump;;;;;us.politics;trump declassifies jfk files;
23.01.2025;70;188;1;kaczynski;photo with caption;original;;funny;;"meme showing kaczynski with firearm w caption ""we all know what happened""";
23.01.2025;71;189;1;dogs;;;;calming;community;goodnight video;
24.01.2025;1;190;;;;;;;;;
24.01.2025;2;191;;;;;;;;;
24.01.2025;3;192;;;;;;;;;
24.01.2025;4;;;;;;;;;;
24.01.2025;5;;;;;;;;;;
24.01.2025;6;;;;;;;;;;
24.01.2025;7;;;;;;;;;;
24.01.2025;8;;;;;;;;;;
24.01.2025;9;;;;;;;;;;
24.01.2025;10;;;;;;;;;;
24.01.2025;11;;;;;;;;;;
24.01.2025;12;;;;;;;;;;
24.01.2025;13;;;;;;;;;;
24.01.2025;14;;;;;;;;;;
;15;;;;;;;;;;
;16;;;;;;;;;;
;17;;;;;;;;;;
;18;;;;;;;;;;
;19;;;;;;;;;;
;20;;;;;;;;;;
;21;;;;;;;;;;
;22;;;;;;;;;;
;23;;;;;;;;;;
;24;;;;;;;;;;
;25;;;;;;;;;;
;26;;;;;;;;;;
;27;;;;;;;;;;
;28;;;;;;;;;;
;29;;;;;;;;;;
;30;;;;;;;;;;
;31;;;;;;;;;;
;32;;;;;;;;;;
;33;;;;;;;;;;
;34;;;;;;;;;;
;35;;;;;;;;;;
;36;;;;;;;;;;
;37;;;;;;;;;;
;38;;;;;;;;;;
;39;;;;;;;;;;
;40;;;;;;;;;;
;41;;;;;;;;;;
;42;;;;;;;;;;
;43;;;;;;;;;;
;44;;;;;;;;;;
;45;;;;;;;;;;
;46;;;;;;;;;;
;47;;;;;;;;;;
;48;;;;;;;;;;
;49;;;;;;;;;;
;50;;;;;;;;;;
;51;;;;;;;;;;
;52;;;;;;;;;;
;53;;;;;;;;;;
;54;;;;;;;;;;
